Obręb,Obręb nr,Arkusz,Nr działki,Pełny numer działki,Powierzchnia działki,Jednostka,Data ustanowienia
UMULTOWO (56),56,22,229/5,56/22/229/5,0.0938,Zarząd Dróg Miejskich   ,
UMULTOWO (56),56,14,386/178,56/14/386/178,0.0468,Zarząd Dróg Miejskich   ,
UMULTOWO (56),56,21,275/3,56/21/275/3,0.007,Zarząd Dróg Miejskich   ,
UMULTOWO (56),56,21,10/55,56/21/10/55,0.1822,Zarząd Dróg Miejskich   ,
UMULTOWO (56),56,21,10/58,56/21/10/58,0.0055,Zarząd Dróg Miejskich   ,
UMULTOWO (56),56,21,10/60,56/21/10/60,0.0017,Zarząd Dróg Miejskich   ,
UMULTOWO (56),56,15,26/25,56/15/26/25,0.0419,Zarząd Dróg Miejskich   ,
UMULTOWO (56),56,15,26/23,56/15/26/23,0.0687,Zarząd Dróg Miejskich   ,
UMULTOWO (56),56,15,25/96,56/15/25/96,0.0032,Zarząd Dróg Miejskich   ,
UMULTOWO (56),56,22,233/5,56/22/233/5,0.0145,Zarząd Dróg Miejskich   ,
UMULTOWO (56),56,14,233/4,56/14/233/4,0.0158,Zarząd Dróg Miejskich   ,
UMULTOWO (56),56,22,16/9,56/22/16/9,0.9134,Zarząd Dróg Miejskich   ,
UMULTOWO (56),56,22,16/12,56/22/16/12,0.0013,Zarząd Dróg Miejskich   ,
DĘBIEC (60),60,06,46/2,60/06/46/2,0.2357,Szkoła Podstawowa nr 84 im.Tadeusza Kościuszki   ,2016-05-28T04:00:00+02:00
DĘBIEC (60),60,19,3/67,60/19/3/67,1.0981,Zarząd Zieleni Miejskiej   ,
DĘBIEC (60),60,19,2/18,60/19/2/18,0.05,Zarząd Zieleni Miejskiej   ,
DĘBIEC (60),60,19,3/63,60/19/3/63,0.075,Zarząd Zieleni Miejskiej   ,
DĘBIEC (60),60,19,9/3,60/19/9/3,0.0048,Zarząd Zieleni Miejskiej   ,
DĘBIEC (60),60,19,18/13,60/19/18/13,0.0481,Zarząd Zieleni Miejskiej   ,
UMULTOWO (56),56,21,10/53,56/21/10/53,0.5739,Zarząd Dróg Miejskich   ,
DĘBIEC (60),60,07,100/9,60/07/100/9,0.1415,Zespół Szkół Mechanicznych im.Komisji Edukacji Narodowej   ,2016-12-19T02:00:00+01:00
DĘBIEC (60),60,07,81/8,60/07/81/8,0.0413,Zespół Szkół Mechanicznych im.Komisji Edukacji Narodowej   ,
UMULTOWO (56),56,15,234/1,56/15/234/1,0.1786,Zarząd Dróg Miejskich   ,
DĘBIEC (60),60,12,61,60/12/61,0.0168,Zarząd Zieleni Miejskiej   ,
DĘBIEC (60),60,06,13/1,60/06/13/1,0.1302,Zarząd Transportu Miejskiego w Poznaniu   ,
DĘBIEC (60),60,06,47/1,60/06/47/1,0.3474,Szkoła Podstawowa nr 84 im.Tadeusza Kościuszki   ,2016-05-28T04:00:00+02:00
DĘBIEC (60),60,22,2/1,60/22/2/1,0.0715,Zespół Szkolno-Przedszkolny Nr 3   ,
DĘBIEC (60),60,19,9/2,60/19/9/2,0.064,Zarząd Zieleni Miejskiej   ,
DĘBIEC (60),60,18,16/13,60/18/16/13,0.0723,Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Poznaniu   ,
DĘBIEC (60),60,16,38/43,60/16/38/43,0.2325,Poznański Zespół Żłobków   ,
DĘBIEC (60),60,06,12/6,60/06/12/6,0.0484,Zespół Poradni Psychologiczno-Pedagogicznych nr 2   ,2016-10-12T04:00:00+02:00
DĘBIEC (60),60,07,100/8,60/07/100/8,0.3362,Bursa Szkolna nr 2   ,
DĘBIEC (60),60,30,20/2,60/30/20/2,0.1856,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
DĘBIEC (60),60,16,23,60/16/23,1.6154,Technikum nr 19 im. Marszałka Józefa Piłsudskiego   ,2017-11-24T02:00:00+01:00
DĘBIEC (60),60,29,87,60/29/87,0.1754,Zarząd Zieleni Miejskiej   ,2018-05-05T04:00:00+02:00
DĘBIEC (60),60,06,36/11,60/06/36/11,0.0041,Szkoła Podstawowa nr 84 im.Tadeusza Kościuszki   ,2016-05-28T04:00:00+02:00
DĘBIEC (60),60,22,3/1,60/22/3/1,1.8388,Zespół Szkolno-Przedszkolny Nr 3   ,
DĘBIEC (60),60,05,114,60/05/114,0.0954,Szkoła Aspirantów Państwowej Straży Pożarnej   ,
WILDA (61),61,09,4/29,61/09/4/29,0.0556,Zarząd Zieleni Miejskiej   ,
WILDA (61),61,09,4/27,61/09/4/27,0.1269,Zarząd Zieleni Miejskiej   ,
WILDA (61),61,09,4/28,61/09/4/28,1.378,Zarząd Zieleni Miejskiej   ,
UMULTOWO (56),56,08,81/6,56/08/81/6,0.0954,Zarząd Zieleni Miejskiej   ,
WILDA (61),61,09,3/2,61/09/3/2,0.0501,Poznańskie Ośrodki Sportu i Rekreacji   ,
WILDA (61),61,09,4/17,61/09/4/17,0.3075,Poznańskie Ośrodki Sportu i Rekreacji   ,
UMULTOWO (56),56,15,26/7,56/15/26/7,0.0991,Zarząd Dróg Miejskich   ,
UMULTOWO (56),56,15,25/41,56/15/25/41,0.0321,Zarząd Dróg Miejskich   ,
UMULTOWO (56),56,15,25/39,56/15/25/39,0.0002,Zarząd Dróg Miejskich   ,
DĘBIEC (60),60,12,60/3,60/12/60/3,0.1851,Zarząd Zieleni Miejskiej   ,
DĘBIEC (60),60,01,4/6,60/01/4/6,0.2657,Zarząd Zieleni Miejskiej   ,
DĘBIEC (60),60,19,2/22,60/19/2/22,0.6867,Zarząd Zieleni Miejskiej   ,
DĘBIEC (60),60,17,14/32,60/17/14/32,1.555,Zarząd Zieleni Miejskiej   ,
DĘBIEC (60),60,17,14/16,60/17/14/16,0.4788,Zespół Szkolno-Przedszkolny nr 2   ,2019-09-13T04:00:00+02:00
DĘBIEC (60),60,17,14/14,60/17/14/14,2.125,Zespół Szkolno-Przedszkolny nr 2   ,
DĘBIEC (60),60,06,16/3,60/06/16/3,0.1968,Zarząd Zieleni Miejskiej   ,
DĘBIEC (60),60,19,3/27,60/19/3/27,0.4707,"Przedszkole nr 22 ""Chatka Puchatka""   ",
DĘBIEC (60),60,06,16/5,60/06/16/5,0.0192,Zarząd Zieleni Miejskiej   ,
DĘBIEC (60),60,19,3/23,60/19/3/23,0.1082,Liceum Ogólnokształcące Mistrzostwa Sportowego   ,2020-02-06T02:00:00+01:00
DĘBIEC (60),60,19,4/13,60/19/4/13,0.0328,"Przedszkole nr 81 ""Skrzata Borodzieja""   ",
DĘBIEC (60),60,30,10/2,60/30/10/2,1.8718,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
DĘBIEC (60),60,19,3/29,60/19/3/29,0.2342,"Przedszkole nr 81 ""Skrzata Borodzieja""   ",
DĘBIEC (60),60,07,102/3,60/07/102/3,0.9488,Zespół Szkół Mechanicznych im.Komisji Edukacji Narodowej   ,2016-12-19T02:00:00+01:00
DĘBIEC (60),60,07,102/3,60/07/102/3,0.9488,Zespół Szkół Budowlano-Drzewnych im.Bolesława Chrobrego   ,2016-12-19T02:00:00+01:00
DĘBIEC (60),60,18,17/2,60/18/17/2,0.3889,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
GŁÓWNA (1),1,11,23/5,1/11/23/5,0.2139,"Szkoła Podstawowa nr 45 im.Okrętu Rzeczypospolitej Polskiej ""Poznań""   ",
GŁÓWNA (1),1,11,23/4,1/11/23/4,0.1331,"Szkoła Podstawowa nr 45 im.Okrętu Rzeczypospolitej Polskiej ""Poznań""   ",2017-12-08T02:00:00+01:00
GŁÓWNA (1),1,11,27/4,1/11/27/4,0.1658,"Szkoła Podstawowa nr 45 im.Okrętu Rzeczypospolitej Polskiej ""Poznań""   ",
GŁÓWNA (1),1,11,27/3,1/11/27/3,0.1226,"Szkoła Podstawowa nr 45 im.Okrętu Rzeczypospolitej Polskiej ""Poznań""   ",2017-12-08T02:00:00+01:00
GŁÓWNA (1),1,11,30/3,1/11/30/3,0.0666,"Szkoła Podstawowa nr 45 im.Okrętu Rzeczypospolitej Polskiej ""Poznań""   ",2017-12-08T02:00:00+01:00
GŁÓWNA (1),1,11,30/4,1/11/30/4,0.1622,"Szkoła Podstawowa nr 45 im.Okrętu Rzeczypospolitej Polskiej ""Poznań""   ",
GŁÓWNA (1),1,01,5/49,1/01/5/49,4.1956,Zarząd Dróg Miejskich   ,
GŁÓWNA (1),1,01,5/41,1/01/5/41,0.3147,Zarząd Dróg Miejskich   ,2016-08-19T04:00:00+02:00
GŁÓWNA (1),1,01,2/25,1/01/2/25,0.051,Zarząd Dróg Miejskich   ,2016-08-19T04:00:00+02:00
GŁÓWNA (1),1,01,2/22,1/01/2/22,0.2123,Zarząd Dróg Miejskich   ,2016-08-19T04:00:00+02:00
GŁÓWNA (1),1,17,1/15,1/17/1/15,0.0065,Zarząd Dróg Miejskich   ,2016-08-19T04:00:00+02:00
GŁÓWNA (1),1,15,2/3,1/15/2/3,0.0026,Zarząd Dróg Miejskich   ,2016-08-19T04:00:00+02:00
GŁÓWNA (1),1,01,5/39,1/01/5/39,0.0945,Zarząd Dróg Miejskich   ,2016-08-19T04:00:00+02:00
GŁÓWNA (1),1,08,11/2,1/08/11/2,0.2582,Zarząd Zieleni Miejskiej   ,2017-05-13T04:00:00+02:00
GŁÓWNA (1),1,16,32/1,1/16/32/1,0.4945,Zarząd Dróg Miejskich   ,
GŁÓWNA (1),1,11,34/4,1/11/34/4,0.0113,"Szkoła Podstawowa nr 45 im.Okrętu Rzeczypospolitej Polskiej ""Poznań""   ",2017-12-08T02:00:00+01:00
GŁÓWNA (1),1,11,20/12,1/11/20/12,0.009,"Szkoła Podstawowa nr 45 im.Okrętu Rzeczypospolitej Polskiej ""Poznań""   ",
GŁÓWNA (1),1,11,20/13,1/11/20/13,0.1204,"Szkoła Podstawowa nr 45 im.Okrętu Rzeczypospolitej Polskiej ""Poznań""   ",
GŁÓWNA (1),1,11,20/15,1/11/20/15,0.0896,"Szkoła Podstawowa nr 45 im.Okrętu Rzeczypospolitej Polskiej ""Poznań""   ",2017-12-08T02:00:00+01:00
GŁÓWNA (1),1,11,20/17,1/11/20/17,0.019,"Szkoła Podstawowa nr 45 im.Okrętu Rzeczypospolitej Polskiej ""Poznań""   ",2017-12-08T02:00:00+01:00
GŁÓWNA (1),1,11,27/5,1/11/27/5,0.0119,"Szkoła Podstawowa nr 45 im.Okrętu Rzeczypospolitej Polskiej ""Poznań""   ",2017-12-08T02:00:00+01:00
GŁÓWNA (1),1,11,30/5,1/11/30/5,0.0116,"Szkoła Podstawowa nr 45 im.Okrętu Rzeczypospolitej Polskiej ""Poznań""   ",2017-12-08T02:00:00+01:00
GŁÓWNA (1),1,09,12/30,1/09/12/30,0.938,Zarząd Zieleni Miejskiej   ,2017-05-13T04:00:00+02:00
GŁÓWNA (1),1,16,16/4,1/16/16/4,0.0012,Zarząd Dróg Miejskich   ,
GŁÓWNA (1),1,33,4/11,1/33/4/11,0.8057,Zarząd Transportu Miejskiego w Poznaniu   ,
GŁÓWNA (1),1,11,34/2,1/11/34/2,0.2289,"Szkoła Podstawowa nr 45 im.Okrętu Rzeczypospolitej Polskiej ""Poznań""   ",
GŁÓWNA (1),1,12,2/14,1/12/2/14,0.3784,Przedszkole Nr 78   ,
GŁÓWNA (1),1,08,10/2,1/08/10/2,0.1434,Zarząd Zieleni Miejskiej   ,2017-05-13T04:00:00+02:00
GŁÓWNA (1),1,08,18/2,1/08/18/2,0.0065,Zarząd Zieleni Miejskiej   ,2017-05-13T04:00:00+02:00
GŁÓWNA (1),1,29,149/2,1/29/149/2,0.5256,Zarząd Zieleni Miejskiej   ,
GŁÓWNA (1),1,16,16/2,1/16/16/2,0.2585,Zarząd Dróg Miejskich   ,
GŁÓWNA (1),1,01,5/23,1/01/5/23,3.9957,Zarząd Dróg Miejskich   ,
GŁÓWNA (1),1,01,2/20,1/01/2/20,0.1129,Zarząd Dróg Miejskich   ,2016-08-19T04:00:00+02:00
GŁÓWNA (1),1,28,12,1/28/12,0.3714,Przedszkole nr 45   ,
GŁÓWNA (1),1,09,25,1/09/25,0.1338,Zarząd Zieleni Miejskiej   ,2017-05-13T04:00:00+02:00
GŁÓWNA (1),1,08,16/4,1/08/16/4,0.0248,Zarząd Zieleni Miejskiej   ,2017-05-13T04:00:00+02:00
GŁÓWNA (1),1,11,37/1,1/11/37/1,0.0241,"Szkoła Podstawowa nr 45 im.Okrętu Rzeczypospolitej Polskiej ""Poznań""   ",
GŁÓWNA (1),1,27,2/2,1/27/2/2,0.0526,Zespół Szkół Specjalnych nr 105 im. Juliana Tuwima   ,
GŁÓWNA (1),1,27,5/11,1/27/5/11,2.2497,Zespół Szkół Specjalnych nr 105 im. Juliana Tuwima   ,
GŁÓWNA (1),1,08,14/2,1/08/14/2,0.0007,Zarząd Zieleni Miejskiej   ,2017-05-13T04:00:00+02:00
GŁÓWNA (1),1,08,17,1/08/17,0.0068,Zarząd Zieleni Miejskiej   ,2017-05-13T04:00:00+02:00
GŁÓWNA (1),1,13,11/4,1/13/11/4,0.028,Zarząd Dróg Miejskich   ,
GŁÓWNA (1),1,01,5/16,1/01/5/16,0.0244,Zarząd Dróg Miejskich   ,
GŁÓWNA (1),1,09,8/7,1/09/8/7,1.0161,Zarząd Zieleni Miejskiej   ,2017-05-13T04:00:00+02:00
GŁOWIENIEC (2),2,23,1/10,2/23/1/10,0.1736,Przedszkole nr 4   ,
GŁOWIENIEC (2),2,23,86/4,2/23/86/4,0.7545,Zespół Szkolno-Przedszkolny Nr 7   ,2017-12-11T02:00:00+01:00
KOMANDORIA (3),3,06,1/5,3/06/1/5,0.8222,Zarząd Zieleni Miejskiej   ,
KOMANDORIA (3),3,06,1/7,3/06/1/7,14.9389,Zarząd Zieleni Miejskiej   ,
KOMANDORIA (3),3,07,1/57,3/07/1/57,0.1413,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,07,1/58,3/07/1/58,0.2411,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,07,1/54,3/07/1/54,0.1088,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,07,1/56,3/07/1/56,0.1354,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,07,1/55,3/07/1/55,0.4612,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,08,5,3/08/5,0.0043,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,11,46/2,3/11/46/2,0.0041,Zarząd Dróg Miejskich   ,
GŁOWIENIEC (2),2,36,24/3,2/36/24/3,69.5532,OGRÓD ZOOLOGICZNY w Poznaniu   ,
GŁOWIENIEC (2),2,27,6/3,2/27/6/3,0.07,Wielkopolski Zarząd Melioracji i Urządzeń Wodnych w Poznaniu   ,
GŁOWIENIEC (2),2,26,23/5,2/26/23/5,0.0297,Wielkopolski Zarząd Melioracji i Urządzeń Wodnych w Poznaniu   ,
GŁOWIENIEC (2),2,26,24/1,2/26/24/1,0.0586,Wielkopolski Zarząd Melioracji i Urządzeń Wodnych w Poznaniu   ,
GŁOWIENIEC (2),2,26,25/1,2/26/25/1,0.0591,Wielkopolski Zarząd Melioracji i Urządzeń Wodnych w Poznaniu   ,
GŁOWIENIEC (2),2,30,58,2/30/58,2.1544,Zarząd Zieleni Miejskiej   ,2016-08-25T04:00:00+02:00
GŁOWIENIEC (2),2,26,26/1,2/26/26/1,0.0084,Wielkopolski Zarząd Melioracji i Urządzeń Wodnych w Poznaniu   ,
KOMANDORIA (3),3,20,1/6,3/20/1/6,0.0519,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,20,1/5,3/20/1/5,0.0583,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,11,60/7,3/11/60/7,0.0015,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,07,1/27,3/07/1/27,4.4141,Poznańskie Ośrodki Sportu i Rekreacji   ,
KOMANDORIA (3),3,05,9/8,3/05/9/8,0.0179,Zarząd Transportu Miejskiego w Poznaniu   ,
KOMANDORIA (3),3,11,35/2,3/11/35/2,0.0036,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,11,56/3,3/11/56/3,2.9842,Poznańskie Ośrodki Sportu i Rekreacji   ,
KOMANDORIA (3),3,16,28/6,3/16/28/6,0.0074,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,11,57/4,3/11/57/4,0.0028,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,11,62/6,3/11/62/6,0.733,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,11,35/4,3/11/35/4,0.0009,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,11,32/9,3/11/32/9,0.0047,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,11,14/4,3/11/14/4,0.0099,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,11,12/1,3/11/12/1,0.0006,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,21,3/5,3/21/3/5,0.0017,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,11,57/3,3/11/57/3,2.2075,Poznańskie Ośrodki Sportu i Rekreacji   ,
KOMANDORIA (3),3,20,1/2,3/20/1/2,0.0002,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,05,20/2,3/05/20/2,0.0253,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,05,10/4,3/05/10/4,0.077,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,06,1/3,3/06/1/3,0.6043,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,07,1/49,3/07/1/49,5.0715,Zarząd Zieleni Miejskiej   ,
KOMANDORIA (3),3,07,1/48,3/07/1/48,0.303,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,07,1/53,3/07/1/53,0.1689,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,08,1/5,3/08/1/5,0.0075,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,06,1/6,3/06/1/6,0.0036,Zarząd Zieleni Miejskiej   ,
KOMANDORIA (3),3,08,1/9,3/08/1/9,1.1316,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,08,1/11,3/08/1/11,0.3176,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,16,16/11,3/16/16/11,0.0199,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,11,1/4,3/11/1/4,0.0256,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,07,1/31,3/07/1/31,0.1931,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,02,3/11,3/02/3/11,0.8704,Izba Administracji Skarbowej   ,
KOMANDORIA (3),3,21,1/23,3/21/1/23,0.0004,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,05,18/4,3/05/18/4,0.0071,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,16,28/5,3/16/28/5,0.0001,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,05,9/10,3/05/9/10,0.1758,Zarząd Transportu Miejskiego w Poznaniu   ,
KOMANDORIA (3),3,15,78/2,3/15/78/2,0.0128,Zarząd Zieleni Miejskiej   ,
KOMANDORIA (3),3,05,9/13,3/05/9/13,0.0005,Zarząd Transportu Miejskiego w Poznaniu   ,
KOMANDORIA (3),3,11,15/1,3/11/15/1,0.0001,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,11,14/3,3/11/14/3,0.0322,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,15,61/4,3/15/61/4,0.3213,Zarząd Zieleni Miejskiej   ,
KOMANDORIA (3),3,04,10/135,3/04/10/135,0.2984,Zarząd Zieleni Miejskiej   ,
KOMANDORIA (3),3,04,10/137,3/04/10/137,0.3421,Zarząd Zieleni Miejskiej   ,
KOMANDORIA (3),3,11,8/6,3/11/8/6,0.0058,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,08,6,3/08/6,0.0674,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,08,2/4,3/08/2/4,0.3263,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,16,19/5,3/16/19/5,1.7514,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,16,3/4,3/16/3/4,0.1648,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,16,12/5,3/16/12/5,0.178,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,16,29/2,3/16/29/2,42.4807,OGRÓD ZOOLOGICZNY w Poznaniu   ,
KOMANDORIA (3),3,16,29/1,3/16/29/1,0.0906,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,16,15/1,3/16/15/1,0.0456,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,16,13/3,3/16/13/3,0.0176,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,16,27/4,3/16/27/4,0.0966,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,11,36/3,3/11/36/3,0.0718,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,05,9/4,3/05/9/4,0.2907,Zarząd Transportu Miejskiego w Poznaniu   ,
KOMANDORIA (3),3,11,64,3/11/64,0.103,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,20,3/2,3/20/3/2,0.0345,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,07,1/38,3/07/1/38,0.1829,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,07,1/39,3/07/1/39,0.1616,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,11,15/3,3/11/15/3,0.0669,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,11,63/7,3/11/63/7,0.0332,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,11,8/11,3/11/8/11,0.1554,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,07,1/32,3/07/1/32,0.0201,Zarząd Dróg Miejskich   ,
KOMANDORIA (3),3,05,9/9,3/05/9/9,0.0358,Zarząd Transportu Miejskiego w Poznaniu   ,
KOMANDORIA (3),3,04,10/8,3/04/10/8,0.7415,Zarząd Zieleni Miejskiej   ,
ŚRÓDKA (4),4,16,2/16,4/16/2/16,0.0362,Prezydent Miasta Poznania   ,
ŚRÓDKA (4),4,16,54,4/16/54,0.0341,Regionalny Zarząd Gospodarki Wodnej w Poznaniu   ,
ŚRÓDKA (4),4,15,8/2,4/15/8/2,0.0016,Zarząd Zieleni Miejskiej   ,
ŚRÓDKA (4),4,14,9/3,4/14/9/3,0.0093,Zarząd Transportu Miejskiego w Poznaniu   ,
ŚRÓDKA (4),4,14,9/2,4/14/9/2,0.0098,Zarząd Transportu Miejskiego w Poznaniu   ,
ŚRÓDKA (4),4,14,9/4,4/14/9/4,0.0299,Zarząd Transportu Miejskiego w Poznaniu   ,
ŚRÓDKA (4),4,14,20/5,4/14/20/5,0.0148,Zarząd Transportu Miejskiego w Poznaniu   ,
ŚRÓDKA (4),4,14,20/4,4/14/20/4,0.0233,Zarząd Transportu Miejskiego w Poznaniu   ,
ŚRÓDKA (4),4,18,6/4,4/18/6/4,1.4514,Zarząd Zieleni Miejskiej   ,
ŚRÓDKA (4),4,11,33/3,4/11/33/3,0.0251,Usługi Komunalne   ,
ŚRÓDKA (4),4,15,8/5,4/15/8/5,0.0007,Zarząd Zieleni Miejskiej   ,
ŚRÓDKA (4),4,15,11/1,4/15/11/1,0.0232,Zarząd Zieleni Miejskiej   ,
ŚRÓDKA (4),4,15,11/4,4/15/11/4,0.0011,Zarząd Zieleni Miejskiej   ,
ŚRÓDKA (4),4,14,7/4,4/14/7/4,0.0147,Zarząd Transportu Miejskiego w Poznaniu   ,
ŚRÓDKA (4),4,15,9/9,4/15/9/9,0.0859,Zarząd Zieleni Miejskiej   ,
ŚRÓDKA (4),4,13,35,4/13/35,0.2683,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
ŚRÓDKA (4),4,14,10/2,4/14/10/2,0.0456,Zarząd Transportu Miejskiego w Poznaniu   ,
ŚRÓDKA (4),4,16,64/3,4/16/64/3,0.0027,Regionalny Zarząd Gospodarki Wodnej w Poznaniu   ,
ŚRÓDKA (4),4,16,64/2,4/16/64/2,0.0159,Regionalny Zarząd Gospodarki Wodnej w Poznaniu   ,
ŚRÓDKA (4),4,16,64/1,4/16/64/1,0.0388,Regionalny Zarząd Gospodarki Wodnej w Poznaniu   ,
ŚRÓDKA (4),4,14,3/8,4/14/3/8,0.0261,Zarząd Transportu Miejskiego w Poznaniu   ,
ŚRÓDKA (4),4,12,1/4,4/12/1/4,0.2285,Poznańskie Ośrodki Sportu i Rekreacji   ,
ŚRÓDKA (4),4,12,1/5,4/12/1/5,0.5944,Poznańskie Ośrodki Sportu i Rekreacji   ,
ŚRÓDKA (4),4,12,4/10,4/12/4/10,2.1243,Poznańskie Ośrodki Sportu i Rekreacji   ,
ŚRÓDKA (4),4,12,2/2,4/12/2/2,0.0485,Poznańskie Ośrodki Sportu i Rekreacji   ,
ŚRÓDKA (4),4,11,31/3,4/11/31/3,0.0506,Zarząd Zieleni Miejskiej   ,2016-11-15T02:00:00+01:00
ŚRÓDKA (4),4,13,4/470,4/13/4/470,0.2753,Zarząd Transportu Miejskiego w Poznaniu   ,
ŚRÓDKA (4),4,13,4/469,4/13/4/469,0.028,Zarząd Transportu Miejskiego w Poznaniu   ,
ŚRÓDKA (4),4,13,4/471,4/13/4/471,0.1119,Zarząd Transportu Miejskiego w Poznaniu   ,
ŚRÓDKA (4),4,14,4/7,4/14/4/7,0.0225,Zarząd Transportu Miejskiego w Poznaniu   ,
ŚRÓDKA (4),4,13,4/468,4/13/4/468,1.67,Dom Pomocy Społecznej w Poznaniu   ,
ŚRÓDKA (4),4,13,30/10,4/13/30/10,0.0532,Dom Pomocy Społecznej w Poznaniu   ,
ŚRÓDKA (4),4,15,2/5,4/15/2/5,0.0062,Zarząd Zieleni Miejskiej   ,
ŚRÓDKA (4),4,15,30/2,4/15/30/2,0.0177,Zarząd Zieleni Miejskiej   ,
ŚRÓDKA (4),4,15,29/6,4/15/29/6,0.0047,Zarząd Zieleni Miejskiej   ,
ŚRÓDKA (4),4,15,29/7,4/15/29/7,0.0303,Zarząd Zieleni Miejskiej   ,
ŚRÓDKA (4),4,05,28/2,4/05/28/2,0.4035,Przedszkole nr 82   ,
ŚRÓDKA (4),4,14,2/2,4/14/2/2,0.0217,Zarząd Transportu Miejskiego w Poznaniu   ,
ŚRÓDKA (4),4,13,4/20,4/13/4/20,0.1649,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
ŚRÓDKA (4),4,14,7/5,4/14/7/5,0.018,Zarząd Transportu Miejskiego w Poznaniu   ,
ŚRÓDKA (4),4,14,5/10,4/14/5/10,0.1555,Zarząd Transportu Miejskiego w Poznaniu   ,
ŚRÓDKA (4),4,15,32,4/15/32,0.0682,Zarząd Zieleni Miejskiej   ,
ŚRÓDKA (4),4,13,4/394,4/13/4/394,1.348,Szkoła Podstawowa nr 85   ,
ŚRÓDKA (4),4,12,61/1,4/12/61/1,0.0335,Poznańska Ogólnokształcąca Szkoła Muzyczna I stopnia Nr 2 im.Tadeusza Szeligowskiego   ,2016-09-01T04:00:00+02:00
ŚRÓDKA (4),4,12,61/1,4/12/61/1,0.0335,Poznańska Ogólnokształcąca Szkoła Muzyczna I stopnia Nr 2 im.Tadeusza Szeligowskiego   ,
ŚRÓDKA (4),4,12,62/5,4/12/62/5,0.4096,Poznańska Ogólnokształcąca Szkoła Muzyczna I stopnia Nr 2 im.Tadeusza Szeligowskiego   ,2016-09-01T04:00:00+02:00
ŚRÓDKA (4),4,12,62/5,4/12/62/5,0.4096,Poznańska Ogólnokształcąca Szkoła Muzyczna I stopnia Nr 2 im.Tadeusza Szeligowskiego   ,
